sequence_id,cluster,kingdom,kingdom_confidence,kingdom_source,phylum,phylum_confidence,phylum_source,class,class_confidence,class_source,order,order_confidence,order_source,family,family_confidence,family_source,genus,genus_confidence,genus_source,species,species_confidence,species_source,is_novel
seq_28,0,Potential Novel Kingdom (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Phylum (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Class (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Order (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Family (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Genus (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Species (Cluster 0),0.0,Potential Novel Cluster,True
seq_29,-1,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,False
seq_30,1,Potential Novel Kingdom (Cluster 1),0.0,Potential Novel Cluster,Potential Novel Phylum (Cluster 1),0.0,Potential Novel Cluster,Potential Novel Class (Cluster 1),0.0,Potential Novel Cluster,Potential Novel Order (Cluster 1),0.0,Potential Novel Cluster,Potential Novel Family (Cluster 1),0.0,Potential Novel Cluster,Potential Novel Genus (Cluster 1),0.0,Potential Novel Cluster,Potential Novel Species (Cluster 1),0.0,Potential Novel Cluster,True
seq_31,0,Potential Novel Kingdom (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Phylum (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Class (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Order (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Family (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Genus (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Species (Cluster 0),0.0,Potential Novel Cluster,True
seq_32,-1,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,False
seq_33,0,Potential Novel Kingdom (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Phylum (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Class (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Order (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Family (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Genus (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Species (Cluster 0),0.0,Potential Novel Cluster,True
seq_34,-1,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,False
seq_35,0,Potential Novel Kingdom (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Phylum (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Class (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Order (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Family (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Genus (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Species (Cluster 0),0.0,Potential Novel Cluster,True
seq_36,0,Potential Novel Kingdom (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Phylum (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Class (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Order (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Family (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Genus (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Species (Cluster 0),0.0,Potential Novel Cluster,True
seq_37,0,Potential Novel Kingdom (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Phylum (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Class (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Order (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Family (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Genus (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Species (Cluster 0),0.0,Potential Novel Cluster,True
seq_38,-1,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,False
seq_39,0,Potential Novel Kingdom (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Phylum (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Class (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Order (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Family (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Genus (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Species (Cluster 0),0.0,Potential Novel Cluster,True
seq_40,0,Potential Novel Kingdom (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Phylum (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Class (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Order (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Family (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Genus (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Species (Cluster 0),0.0,Potential Novel Cluster,True
seq_41,-1,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,False
seq_42,0,Potential Novel Kingdom (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Phylum (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Class (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Order (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Family (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Genus (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Species (Cluster 0),0.0,Potential Novel Cluster,True
seq_43,-1,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,False
seq_44,-1,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,False
seq_45,0,Potential Novel Kingdom (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Phylum (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Class (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Order (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Family (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Genus (Cluster 0),0.0,Potential Novel Cluster,Potential Novel Species (Cluster 0),0.0,Potential Novel Cluster,True
seq_46,-1,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,False
seq_47,-1,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,Unidentified,0.0,Noise,False
